Name,Total Flights,Number of Seats,Seats per Departures,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
JIK,72,5616,78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MJT,182,25132,138,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.45,0.00,0.00,0.00,1.00,0.00,0.00,0.00
PNZ,679,105318,155,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PNQ,3558,477272,134,0.00,0.00,0.00,0.00,0.00,0.41,0.09,0.82,0.00,0.00,0.16,0.16,1.00,0.01,0.00,0.78,0.00,0.14,0.78,0.33,0.00,0.76,0.16,0.00
PNS,1890,80160,42,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.15,0.59,0.05,0.15,0.28,1.00,0.09,0.17,0.04,0.16,0.60,0.08,0.00,0.00,0.00,0.00,0.00
CFE,746,63812,85,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.02,1.00,0.00,0.02,0.62,0.00,0.00,0.27,0.00,0.11,0.41,0.11,0.00,0.00,0.00,0.00,0.00
CFB,604,42280,70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.16,0.00,0.00,0.00,0.00,0.00
PNI,285,43048,151,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.64,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PNH,3573,589480,164,0.48,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.19,0.10,0.17,0.76,0.19,0.14,1.00,0.29,0.45,0.00,0.61,0.32,0.16,0.00,0.00,0.41
PNK,3645,476724,130,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.46,0.00,1.00,0.46,1.00,0.00,0.46,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
JIU,71,9858,138,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00
PNL,583,41976,72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.59,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
PNA,324,29422,90,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.10,0.00,0.00,0.28,0.05,0.00,0.07,0.00,0.00,0.00
CFU,152,13410,88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.13,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
CFS,1056,85444,80,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.08,0.00,0.97,0.00,0.35,0.21,0.51,0.00,0.49,0.23,0.00,0.03,0.00,0.00,0.00,0.00
GSP,843,47008,55,0.00,0.00,0.00,0.00,0.00,0.30,1.00,0.55,0.12,0.13,0.11,0.16,0.31,0.00,0.15,0.00,0.29,0.49,0.15,0.05,0.00,0.00,0.00,0.00
YCD,804,41640,51,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.72,0.72,0.00,0.81,0.00,0.00,0.72,0.00,0.00,0.72,0.00,0.00,1.00,0.00,0.00,0.00,0.00
PRG,7783,875340,112,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.90,0.12,0.46,0.41,0.89,0.64,0.21,0.60,0.90,0.38,1.00,0.89,0.22,0.33,0.39,0.24,0.12
SAH,747,82126,109,0.00,0.00,0.68,0.27,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,1.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PRA,274,26304,96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
SAN,3086,403242,130,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.24,0.20,0.10,0.27,0.34,0.15,0.09,0.17,0.10,0.05,0.18,0.08,0.33,0.07,0.02,0.19,0.00
PRC,178,3382,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.95,0.00,0.00,0.00,0.21,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SAL,9357,1026090,109,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.72,0.11,0.00,0.00,0.00,0.01,0.76,0.42,0.00,0.00,0.00,0.08,1.00,0.27,0.00,0.00
PRN,591,74866,126,0.00,0.00,0.00,0.00,0.00,0.21,0.72,0.16,0.00,1.00,0.06,0.00,0.64,0.73,0.24,0.31,0.54,0.00,0.38,0.40,0.82,0.00,0.00,0.00
PRI,4697,93940,20,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.43,0.16,1.00,0.50,0.00,0.16,0.21,0.29,0.50,1.00,0.09,0.15,0.50,0.50,0.43,0.00,0.00
SAF,104,5092,48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.47,0.04,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JOE,214,17060,79,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.68,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.70,0.00,0.09,0.26,0.00,0.00,0.00
JOG,4651,664034,142,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.73,0.00,0.39,0.22,0.00,0.17,0.61,0.61,0.61,0.79,0.41,1.00,0.61,0.79,0.00,0.00,0.00
JOI,2332,269112,115,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.02,0.00,0.63,0.58,0.00,0.20,0.08,0.61,0.13,0.38,1.00,0.61,0.00,0.00,0.00,0.00
SAP,2375,213611,89,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.87,0.48,0.00,0.22,0.58,0.18,0.15,0.06,1.00,0.61,0.85,0.00,0.00,0.00,0.07,0.00,0.00
SAW,7527,1017004,135,0.00,0.00,0.00,0.00,0.00,0.00,0.11,1.00,0.17,0.70,0.71,0.28,0.38,0.22,0.03,0.13,0.09,0.17,0.75,0.56,0.26,0.03,0.35,0.08
SAV,744,60925,81,0.00,0.00,0.00,0.00,0.00,0.28,0.64,0.81,0.08,0.15,0.84,0.86,0.65,0.16,0.38,0.00,0.11,1.00,0.06,0.01,0.12,0.00,0.00,0.00
SAT,1230,144114,117,0.00,0.00,0.00,0.00,0.00,0.09,0.64,1.00,0.95,0.08,0.36,0.20,0.19,0.29,0.38,0.20,0.21,0.26,0.29,0.11,0.02,0.00,0.00,0.00
CHA,491,25870,52,0.00,0.00,0.00,0.00,0.00,0.53,0.23,0.64,0.00,0.88,0.00,0.12,1.00,0.04,0.27,0.83,0.00,0.80,0.99,0.10,0.21,0.00,0.00,0.00
CHC,8516,816274,95,0.00,0.00,0.00,0.00,0.00,0.03,0.98,0.52,0.95,0.38,0.40,0.24,0.66,0.19,0.33,0.46,1.00,0.76,0.55,0.42,0.26,0.01,0.00,0.00
MRY,434,23798,54,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.31,1.00,0.00,0.14,0.03,0.19,0.00,0.02,0.00,0.12,0.45,0.39,0.00,0.00,0.00,0.00,0.00
JAX,3309,198180,59,0.00,0.00,0.00,0.00,0.00,0.00,0.37,1.00,0.35,0.56,0.66,0.44,0.84,0.47,0.09,0.72,0.19,0.70,0.66,0.27,0.00,0.06,0.00,0.00
CHG,234,29016,124,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MRU,530,195606,369,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.02,1.00,0.00,0.00,0.00,0.47,0.00,0.00,0.81
MRV,648,91250,140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.74,0.00,0.56,0.64,0.18,0.00,0.00,0.55,1.00,0.87,0.00,0.00,0.23,0.00
MRS,3960,541051,136,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.66,0.13,0.59,0.66,0.54,1.00,0.33,0.33,0.59,0.50,0.12,0.56,0.75,0.40,0.05,0.00,0.00
JAN,519,33334,64,0.00,0.00,0.00,0.00,0.00,0.10,1.00,0.27,0.00,0.04,0.51,0.55,0.19,0.33,0.16,0.14,0.54,0.00,0.78,0.00,0.00,0.00,0.00,0.00
CHQ,312,52416,168,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.00,0.00,0.00,0.73,0.00,0.00,0.00,0.00,0.56,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
CHR,57,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHS,1387,122568,88,0.00,0.00,0.00,0.00,0.00,0.07,0.26,0.27,1.00,0.04,0.17,0.14,0.20,0.12,0.12,0.14,0.10,0.07,0.00,0.11,0.00,0.00,0.00,0.00
CHU,296,2664,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JAI,1156,146312,126,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.07,0.00,0.00,0.93,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.35,0.36,0.00,0.00,0.00
MRA,496,7564,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ZIH,382,26909,70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.44,0.68,0.61,0.25,0.16,0.12,0.00,1.00,0.00,0.00
DBO,278,18160,65,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.75,0.00,0.00,0.00,0.72,0.00,0.00,0.72,0.08,0.21,0.00,0.00,0.00,0.00,0.00
APW,224,32290,144,0.00,0.00,0.25,0.00,0.00,0.00,0.51,0.00,0.19,0.00,0.00,0.00,0.47,0.00,0.38,0.68,0.00,0.00,0.21,0.00,0.00,0.58,1.00,0.00
APN,222,11100,50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00
APO,106,3922,37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.14,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
APL,198,13941,70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.00,1.00,0.00,0.64,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PQI,383,13022,34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.00,0.32,0.65,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DBQ,84,4200,50,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.61,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DBV,298,28813,96,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.09,0.05,0.47,0.00,0.17,0.59,0.00,0.00,0.00,0.17,0.00,0.00,0.00
YSJ,1245,49668,39,0.00,0.00,0.00,0.00,0.00,1.00,0.17,0.00,0.00,0.20,0.00,0.22,0.61,0.00,0.19,0.00,0.00,0.00,0.30,0.19,0.61,0.00,0.00,0.00
MAZ,1000,9000,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.37,0.00,0.00,1.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00
YSB,669,26899,40,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.79,0.00,0.85,0.00,0.00,0.00,0.73,0.00,0.00,1.00,0.00,0.99,0.85,0.00,0.00
TKG,2186,320576,146,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.64,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
NLT,99,10102,102,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.00,0.00,0.00,0.00
PQQ,1114,65500,58,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.00,1.00,0.40,0.02,0.46,0.39,0.03,0.12,0.00,0.57,0.00,0.16,0.00,0.00,0.00,0.00
TKK,293,43992,150,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.49,0.00,0.00,0.00,0.15,1.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00
NLA,1000,91390,91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.16,0.85,0.23,0.00,1.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
HMO,292,18984,65,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.22,0.00,0.08,0.00,0.06,0.54,0.11,0.22,0.00,0.00,0.54,0.44,0.00,0.00,0.04,0.00,0.00
NLD,5,495,99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
NLK,52,8736,168,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.96,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HMB,102,7752,76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AFL,303,32118,106,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DLA,1022,223125,218,0.33,0.00,0.26,0.24,0.00,0.06,0.10,0.00,0.00,0.00,0.00,0.03,0.89,0.00,1.00,0.00,0.00,0.00,0.61,0.00,0.00,0.19,0.00,0.55
DLG,402,13668,34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
DLI,450,66574,147,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,1.00,0.00,0.00,0.05,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00
DLH,152,7960,52,0.00,0.00,0.00,0.00,0.00,0.23,1.00,0.00,0.25,0.00,0.46,0.11,0.00,0.00,0.00,0.56,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00
GCM,370,51426,138,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.00,0.02,0.77,0.66,1.00,0.07,0.02,0.00,0.78,0.00,0.00,0.00,0.00
AFA,327,31392,96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
DLM,36,4392,122,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
DLU,1508,196174,130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.67,0.86,0.65,1.00,0.00,0.00,0.16,0.00,0.86,0.43,0.00,0.00,0.00,0.00,0.00
BTU,3414,325238,95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.40,0.00,0.00,0.10,0.70,0.13,0.17,0.13,0.26,0.47,0.40,0.00,0.00,0.00,0.00
BTV,562,39258,69,0.00,0.00,0.00,0.00,0.00,0.01,1.00,0.10,0.04,0.01,0.09,0.17,0.21,0.07,0.10,0.21,0.02,0.29,0.03,0.00,0.00,0.00,0.00,0.00
ASU,672,88128,131,0.00,0.00,0.07,0.00,1.00,0.36,0.64,0.53,0.00,0.52,0.00,0.29,0.00,0.00,0.00,0.00,0.31,0.00,0.35,0.00,0.00,0.00,0.29,0.00
BTS,260,11960,46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.45,0.00,0.00
BTR,614,33005,53,0.00,0.00,0.00,0.00,0.00,0.75,0.77,1.00,0.69,0.52,0.21,0.30,0.09,0.00,0.17,0.29,0.11,0.16,0.28,0.07,0.00,0.00,0.00,0.00
XCH,106,15900,150,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.26,0.00,0.00,1.00,0.00,0.00,0.00,0.00
SSH,1943,184942,95,0.80,0.00,0.00,0.00,0.03,0.00,0.79,0.00,0.41,1.00,0.00,0.17,0.75,0.21,0.80,0.59,0.27,0.55,0.49,0.67,0.67,0.48,0.00,0.01
BTM,406,20300,50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SSG,622,145897,234,0.00,0.00,0.00,0.00,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.35,0.55,0.00,0.09
BTI,524,9956,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.00,0.22,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BTH,3262,467992,143,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.61,0.00,1.00,0.61,0.00,0.00,0.39,0.61,0.58,0.00,0.61,0.00,0.00,0.00,0.00
BTK,48,6144,128,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BTJ,1074,147104,136,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.00,0.64,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TSN,15617,1977809,126,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,1.00,0.52,0.38,0.25,0.38,0.57,0.51,0.32,0.29,0.28,0.24,0.41,0.40,0.02,0.00,0.00
RMQ,2756,321794,116,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.42,0.15,0.17,0.34,0.55,0.00,1.00,0.03,0.96,0.00,0.63,0.09,0.09,0.00,0.00,0.00
LNY,2209,149064,67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.86,0.14,0.00,0.00,0.00,1.00,0.00,0.86,0.00,1.00,0.00,0.00,0.00,0.00
EVN,1529,212462,138,0.00,0.00,0.00,0.08,0.27,0.05,1.00,0.13,0.21,0.34,0.24,0.04,0.00,0.04,0.23,0.00,0.21,0.03,0.22,0.19,0.07,0.35,0.00,0.00
LNZ,573,42510,74,0.00,0.00,0.00,0.00,0.00,0.70,1.00,0.07,0.14,0.00,0.44,0.14,0.00,0.00,0.00,0.49,0.00,0.16,0.64,0.00,0.00,0.00,0.00,0.00
ECN,505,75632,149,0.00,0.00,0.00,0.00,0.04,0.00,0.10,0.00,0.00,0.06,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,1.00,0.00,0.00
RMA,837,54726,65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.48,1.00,0.22,0.82,0.54,0.91,0.41,0.83,0.59,0.54,0.29,0.59,0.00,0.00,0.00,0.00
RMF,140,15908,113,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.68,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LNK,385,26790,69,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.05,0.00,0.00,0.01,0.00,0.02,0.03,0.02,0.00,0.00,0.02,0.03,0.00,0.00,0.00,0.00,0.00
ECP,45,5574,123,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.74,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00
TLA,611,4888,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.19,0.00,0.00,0.00,0.00,0.00
BBN,1085,20615,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.40,0.79,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EUN,192,23684,123,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
BBK,308,25256,82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SEA,11953,1372454,114,0.02,0.16,0.00,0.00,0.00,0.11,0.42,0.58,1.00,0.51,0.67,0.52,0.54,0.51,0.56,0.31,0.32,0.84,0.74,0.39,0.27,0.33,0.26,0.44
BBI,1095,150380,137,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.73,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
EUG,386,25418,65,0.00,0.00,0.00,0.00,0.00,0.78,0.86,0.11,0.61,0.38,0.05,0.00,0.00,1.00,0.00,0.52,0.07,0.00,0.32,0.00,0.00,0.00,0.00,0.00
YAP,14,1652,118,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BBA,195,30420,156,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.04,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
EVE,4,643,160,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.56,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
YAM,614,22718,37,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.61,0.00,0.32,0.00,0.00,0.00
YAK,53,5472,103,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
SEN,491,80676,164,0.00,0.00,0.00,0.00,0.00,0.00,0.45,1.00,0.80,0.00,0.52,0.00,0.40,0.52,0.19,0.41,0.37,0.41,0.55,0.09,0.00,0.00,0.00,0.00
TUR,125,8750,70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TUS,1004,97432,97,0.00,0.00,0.00,0.00,0.00,0.08,0.53,0.35,0.87,0.73,0.08,0.88,0.01,0.74,1.00,0.30,0.23,0.15,0.14,0.08,0.00,0.00,0.00,0.00
TUU,2348,326722,139,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.36,0.38,0.13,0.00,1.00,0.20,0.32,0.51,0.04,1.00,0.00,0.00,0.00,0.30,0.73
TUI,82,5412,66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,1.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TUL,663,64819,97,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.07,0.31,0.15,0.63,0.03,0.22,0.10,0.05,0.33,0.09,0.22,0.31,0.02,0.02,0.00,0.00,0.00
TUN,1105,178368,161,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.39,0.85,0.52,0.14,1.00,0.40,0.49,0.01,0.07,0.00,0.00,0.00,0.00,0.00
TUO,646,12274,19,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.19,0.07,0.18,0.00,0.00,0.62,0.01,0.00,0.03,0.36,0.06,1.00,0.00,0.00,0.00,0.00,0.00
TUC,737,106544,144,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,1.00,0.00,0.02,0.00,0.01,0.00,0.10,0.00,0.00,0.06,0.00,0.00,0.00
CYS,991,18829,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.72,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
POZ,713,50774,71,0.00,0.00,0.00,0.00,0.00,0.60,0.97,0.00,0.50,0.00,0.24,0.00,0.56,1.00,0.54,0.00,0.53,0.00,0.36,0.00,0.20,0.60,0.00,0.00
FYJ,82,11854,144,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PDX,5781,552039,95,0.00,0.00,0.00,0.00,0.00,0.10,0.94,0.98,0.49,1.00,0.54,0.58,0.70,0.40,0.71,0.49,0.28,0.48,0.32,0.43,0.33,0.61,0.17,0.00
POS,618,79354,128,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.41,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.09,0.00,1.00,0.40,0.00,0.00,0.00,0.00,0.00
POP,146,30467,208,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.05,0.06,1.00,0.00,0.22,0.00,0.00,0.05,0.00,0.00
POL,235,8695,37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
